253,392,392,392,392,390,253,392,390,253,392,253,253,253,253,253,176,177,177,177,203,156,253,253,253,256,256,253,256,256,390,391,391,391,391,392,390,390,390,392,390,253
253,392,392,392,392,390,254,392,390,253,392,255,257,253,255,268,198,182,243,177,177,203,156,265,253,254,253,253,256,255,371,413,413,413,413,372,390,390,390,392,390,253
253,392,392,392,392,390,256,392,390,253,392,257,255,255,253,253,265,176,177,177,177,177,178,253,253,255,253,253,253,254,415,416,416,416,321,417,390,390,390,392,390,253
257,392,392,392,392,390,253,392,371,372,373,255,257,253,253,268,253,198,199,182,177,177,178,253,267,257,253,255,253,253,255,254,257,253,253,253,371,390,390,392,390,255
253,392,392,392,392,371,413,373,395,301,323,253,253,253,279,268,268,253,154,204,177,177,178,253,268,256,253,253,254,253,254,255,253,253,253,253,343,371,390,392,390,278
253,392,392,392,373,323,394,301,415,301,417,254,253,257,253,266,253,253,176,177,177,177,203,156,253,253,257,253,253,253,253,253,253,253,257,256,415,299,371,372,390,253
253,392,392,373,323,323,345,301,253,257,254,254,253,253,256,268,267,154,204,177,177,177,177,178,264,269,253,277,223,253,253,279,254,253,257,254,253,321,299,394,390,391
253,392,392,323,323,323,394,323,253,255,254,254,253,277,257,267,267,176,177,177,242,177,177,178,268,268,253,254,257,253,253,253,257,253,253,255,257,415,299,394,371,371
253,392,373,323,417,415,345,417,255,256,257,253,253,254,256,268,265,176,177,243,177,177,181,200,253,267,253,253,253,253,253,253,253,253,253,253,253,255,415,417,321,299
413,373,323,417,257,254,255,257,253,255,255,253,257,254,257,223,253,176,177,177,177,177,178,253,253,268,253,253,253,253,253,253,253,253,253,253,253,253,257,255,299,321
394,301,417,257,253,253,253,253,253,253,279,277,255,253,254,269,266,198,182,177,177,177,178,266,267,253,253,253,278,253,253,253,253,253,253,256,253,278,255,256,321,343
394,323,255,256,255,253,253,253,253,253,253,253,253,253,253,253,253,269,176,177,243,177,178,266,253,266,256,256,253,253,277,253,253,253,253,254,255,253,254,255,415,416
416,417,254,256,253,253,256,265,265,267,268,265,253,253,266,269,266,154,204,177,177,177,203,156,253,266,253,253,253,253,253,253,277,253,253,257,254,253,256,257,255,255
255,253,257,256,253,253,268,264,268,266,268,264,268,253,267,264,266,176,177,177,177,243,177,178,267,266,267,253,278,257,254,253,256,257,253,223,253,253,257,256,255,253
256,256,253,266,154,155,155,155,155,155,156,264,266,268,253,253,253,176,177,177,242,177,181,200,266,265,266,253,279,267,256,269,253,255,253,257,253,253,256,265,257,253
253,253,265,253,176,177,177,177,177,177,203,155,155,156,267,267,265,198,182,177,177,177,203,156,253,253,253,253,266,265,266,267,266,265,253,266,265,268,265,268,253,253
253,266,266,154,204,177,177,242,177,177,242,177,177,203,155,156,265,253,266,182,177,177,177,203,156,253,253,253,265,266,266,264,253,253,253,265,253,268,154,155,155,155
154,155,155,204,177,177,177,243,243,177,177,177,177,177,177,178,268,265,253,176,177,177,242,177,178,265,253,267,154,155,155,156,154,155,156,267,253,253,176,177,177,177
204,177,177,243,177,177,177,177,177,177,177,177,177,177,177,203,155,155,156,176,177,177,177,177,178,267,267,154,204,177,177,203,204,177,203,155,156,154,204,177,243,177
177,177,243,177,177,177,177,181,199,199,182,177,243,242,177,177,177,177,203,204,177,177,177,177,203,156,154,204,177,177,177,177,177,177,177,177,203,204,177,177,177,181
177,177,243,177,177,181,199,200,266,268,198,199,182,177,177,177,243,177,177,177,177,177,177,177,177,203,204,177,177,177,243,177,243,177,177,177,177,177,177,177,181,200
182,177,177,177,181,200,267,267,253,253,266,267,198,199,199,182,177,177,181,182,177,177,177,177,177,177,177,177,177,177,177,177,177,242,177,181,182,177,242,181,200,253
198,199,199,199,200,268,268,268,253,266,265,264,253,253,268,198,199,199,200,198,182,177,243,177,177,243,242,177,181,182,177,177,177,177,177,178,198,199,199,200,268,253
253,267,266,268,267,265,253,266,268,279,265,277,253,254,278,265,264,265,253,253,176,177,177,177,177,181,199,199,200,198,199,199,182,177,181,200,278,268,265,266,265,253
253,255,254,265,257,253,254,253,223,256,253,254,254,257,254,253,266,269,268,154,204,177,242,177,181,200,268,265,265,264,264,264,198,199,200,265,278,253,266,266,257,253
253,253,223,256,257,254,278,255,253,254,254,254,253,255,256,256,257,267,264,176,177,177,177,177,178,223,268,269,255,253,253,253,253,253,265,265,253,255,253,254,253,253
253,256,253,256,257,278,254,253,253,253,253,253,253,253,253,255,254,268,267,176,177,177,177,177,178,269,267,267,257,256,257,254,255,256,256,253,253,256,253,256,255,257
253,253,253,253,253,256,255,277,253,253,253,256,255,253,253,254,257,253,265,198,182,242,177,177,178,266,269,257,255,253,253,253,253,253,253,253,253,255,253,254,253,257
255,253,253,253,253,256,253,253,253,253,253,256,253,253,253,253,257,256,268,264,176,177,243,181,200,265,253,253,257,253,253,257,253,253,253,253,253,256,254,368,369,369
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,256,257,253,266,176,177,177,178,268,253,253,277,253,253,253,253,253,253,256,256,256,255,253,390,253,253
257,253,256,253,253,253,253,253,253,253,253,253,253,253,253,257,256,256,253,154,204,177,177,178,267,266,253,277,253,253,253,253,253,278,257,256,368,369,369,253,253,253
255,253,253,253,253,253,253,253,253,253,257,253,253,279,253,256,255,253,268,176,177,243,181,200,253,267,253,278,253,253,253,279,253,253,253,253,390,255,254,255,256,253
257,253,253,253,253,253,277,253,253,253,253,223,253,253,256,254,256,264,265,176,177,177,203,156,266,267,253,253,253,253,253,253,253,253,257,254,412,413,390,254,253,253
257,253,253,253,253,253,253,253,253,255,253,253,253,253,253,256,256,268,154,204,177,177,177,178,265,257,253,253,253,253,253,253,253,253,253,257,415,321,390,256,253,253
256,253,253,253,253,253,253,253,253,279,253,253,253,253,253,253,268,266,176,177,177,177,177,178,265,253,253,253,253,253,253,253,253,253,253,253,257,415,390,255,256,253
253,257,253,257,253,253,257,253,253,253,253,253,253,253,253,256,253,267,176,177,177,177,177,178,266,266,253,223,253,253,253,253,253,253,253,253,253,256,371,371,257,256
253,255,253,253,254,253,253,253,253,257,253,253,254,253,253,256,255,253,198,182,177,242,177,178,266,264,253,253,279,253,279,253,253,253,255,254,253,256,415,343,371,390
253,254,255,253,253,257,253,253,257,253,253,253,254,253,253,253,257,253,266,198,199,199,199,200,253,254,253,257,253,253,253,253,253,253,253,253,253,253,253,415,299,412
253,255,255,256,257,254,253,257,257,254,256,255,253,253,253,253,253,254,253,267,266,253,266,268,253,253,256,253,253,253,253,253,253,257,257,257,256,253,255,254,415,321
253,257,253,255,253,256,253,256,253,223,253,253,253,253,253,253,253,253,253,253,255,253,253,253,253,253,253,253,253,253,253,253,256,256,256,254,257,254,254,257,257,415
253,143,144,145,254,254,253,253,253,254,256,255,256,253,253,253,257,253,253,253,253,253,253,253,253,253,253,255,254,253,253,253,253,257,143,144,145,254,256,254,256,143
144,193,274,192,145,255,254,257,255,253,254,253,257,257,256,253,253,253,253,253,255,257,254,257,254,253,253,253,253,253,253,255,143,144,193,274,192,144,145,253,143,193
274,274,274,274,167,254,255,256,256,143,144,145,257,255,253,254,254,257,257,253,257,253,255,253,256,256,257,255,253,253,253,143,193,274,274,274,274,274,192,144,193,274
274,274,274,274,192,144,144,144,144,193,274,167,256,254,257,253,253,257,253,254,256,257,254,143,144,145,256,256,257,255,253,165,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,271,274,274,274,274,274,192,145,255,254,256,255,255,256,255,256,257,143,193,274,167,256,257,254,143,144,193,274,274,274,274,274,274,274,274,274,270
274,274,274,274,274,274,274,274,274,274,274,274,167,254,143,145,257,255,255,143,144,144,193,274,274,192,144,144,144,193,274,274,274,271,274,274,272,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,192,144,193,192,145,255,253,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,275,274,274,274
274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,192,144,144,193,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274
274,274,274,271,274,274,274,274,274,274,274,274,272,274,274,274,274,274,274,274,274,274,274,274,275,274,274,274,274,274,274,274,274,274,272,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,272,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
