274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,272,274,274,274,274,274,274,274,274,270,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,275,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,274,276,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,170,188,188,188,171,274,274,274,273,274,274,272,274,274,274,274,274,275,274,274,274,274
274,274,274,274,273,274,274,274,274,170,189,267,266,265,187,171,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,167,268,265,268,267,265,187,171,274,274,170,188,171,274,274,274,272,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,192,145,253,253,265,267,265,187,188,188,189,265,187,171,274,274,274,274,274,274,274,274,274
274,274,276,274,274,274,274,274,274,170,189,253,265,266,253,266,253,268,253,253,268,266,187,171,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,170,189,253,266,253,267,256,265,253,268,268,253,253,268,253,165,274,271,274,274,274,274,274,274
274,274,274,274,271,274,274,170,189,253,223,265,253,253,277,253,253,278,255,253,265,267,253,165,274,274,274,274,274,252,274,274
274,274,274,274,274,274,170,189,267,268,253,253,253,253,253,253,253,253,253,253,253,268,143,193,274,274,274,274,274,274,274,274
274,274,274,274,274,170,189,268,266,266,268,268,253,253,267,253,253,265,266,265,253,268,187,171,274,274,274,274,274,274,274,274
274,272,274,170,188,189,267,266,253,253,253,268,253,253,268,266,268,253,267,267,253,266,253,187,188,171,274,274,274,274,274,274
274,274,274,167,266,253,253,253,257,253,253,253,253,253,266,154,155,156,268,265,265,267,265,267,253,187,188,171,274,274,274,274
274,274,170,189,267,268,266,253,253,279,257,253,253,253,154,204,177,178,253,253,266,253,253,266,268,267,253,165,274,274,274,274
274,274,167,268,265,265,253,253,253,253,253,253,253,267,176,177,181,200,253,268,253,253,253,253,253,268,267,165,274,274,274,274
274,274,167,253,267,253,253,253,253,253,253,253,265,267,176,177,203,156,253,265,253,253,253,253,253,265,143,193,274,274,274,274
274,274,192,145,268,267,253,223,253,278,253,253,265,268,176,177,177,178,266,268,253,253,253,253,253,253,165,274,274,271,274,274
274,274,274,167,253,266,253,253,253,253,253,267,265,154,204,177,177,178,253,268,267,253,253,253,223,267,187,171,274,274,272,274
274,274,274,167,253,253,267,253,253,253,253,256,265,176,177,177,181,200,267,266,253,255,253,253,253,265,268,187,188,171,274,274
274,274,274,192,144,145,265,268,265,253,266,265,253,176,177,177,178,265,265,253,253,253,253,253,253,267,266,253,253,187,171,274
274,252,274,274,274,167,268,268,253,253,267,253,154,204,177,181,200,253,266,253,253,253,253,253,253,267,253,266,265,143,193,274
274,274,274,274,274,167,253,265,253,267,254,154,204,177,177,178,253,268,253,253,253,253,253,256,253,266,268,253,143,193,274,274
274,274,170,188,188,189,253,268,253,265,266,176,177,177,181,200,253,268,253,279,255,253,257,279,253,253,253,253,165,274,170,189
274,272,167,267,268,267,267,267,253,265,267,176,177,181,200,267,268,253,253,253,253,253,253,253,253,266,267,253,187,188,189,253
274,274,167,253,267,268,253,253,253,256,253,176,177,203,156,266,266,253,253,253,253,253,253,253,253,253,253,368,369,369,369,369
274,274,192,145,267,265,265,253,253,266,268,198,182,177,178,253,266,267,253,253,253,223,253,253,253,266,253,390,253,253,253,253
274,274,274,167,253,267,253,253,265,267,267,253,176,177,203,156,253,267,253,253,253,253,253,253,278,266,253,390,253,253,253,253
274,270,274,167,253,266,268,253,253,253,268,267,176,177,177,178,253,268,253,253,253,253,253,253,253,253,253,390,253,253,253,257
274,274,170,189,253,268,268,253,223,253,253,154,204,177,181,200,265,268,253,223,253,253,368,369,369,369,370,390,257,253,253,253
274,274,167,265,268,253,253,253,253,253,253,176,177,177,178,253,253,253,253,253,253,253,390,253,253,253,392,390,253,253,253,253
369,369,369,370,253,253,253,256,253,253,154,204,177,177,178,253,253,253,253,256,253,253,390,253,254,253,392,390,253,253,253,253
254,253,253,392,253,253,253,278,253,154,204,177,177,181,200,253,253,279,253,253,253,253,390,279,253,253,392,390,253,223,253,253
253,253,253,392,253,253,253,253,253,176,177,177,177,178,253,253,253,253,253,253,253,253,390,253,253,253,392,390,253,253,253,253
