344,344,300,344,322,300,345,321,322,300,344,322,322,344,344,300,345,343,300,300,322,344,301,299,300,300,344,322,345,324,510,510,510,326,326,510,510,510
300,344,344,344,322,344,323,299,300,300,300,300,300,300,344,344,301,415,416,416,416,416,417,343,344,300,322,344,345,324,510,510,510,510,326,508,509,510
322,344,300,322,322,322,301,299,300,344,322,300,322,300,300,322,323,509,510,506,506,506,506,415,416,416,416,416,417,324,507,508,509,510,326,508,509,510
344,344,344,300,322,322,345,415,416,416,416,416,416,416,416,416,417,506,507,508,509,510,507,508,509,510,507,508,509,324,508,509,510,506,326,508,509,510
344,322,344,344,322,344,301,507,508,506,507,508,509,506,507,508,506,507,508,509,510,510,507,508,509,510,507,508,509,371,372,372,372,372,373,508,509,510
416,416,416,416,416,416,417,506,507,508,506,507,508,506,507,508,506,506,506,506,506,506,507,508,509,510,506,507,508,343,344,322,300,300,301,509,510,510
167,-1073741295,-1610612208,533,510,506,507,506,507,508,506,507,508,509,510,510,506,507,508,509,510,506,506,506,507,508,509,510,509,299,344,300,322,300,323,508,509,510
192,144,145,-1073741296,510,506,507,506,507,508,509,506,507,508,509,510,510,510,510,510,510,510,510,506,506,507,508,509,510,321,300,300,344,322,323,302,303,303
166,274,167,-1073741296,510,506,507,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,507,508,509,510,343,300,300,300,322,323,324,509,510
166,166,167,-1073741296,510,506,507,508,509,510,396,397,398,506,506,506,506,507,508,509,510,506,506,507,508,506,507,508,509,343,322,322,322,300,323,324,509,510
272,170,189,-1073741296,510,506,507,508,509,510,418,419,420,506,506,506,507,508,509,510,510,506,507,508,509,506,507,508,509,343,344,344,322,344,301,324,509,510
166,167,1610613265,-1610612203,510,506,507,508,509,510,418,419,445,398,506,506,506,506,506,507,508,509,510,508,509,506,507,508,509,415,416,416,416,416,417,324,509,510
166,167,-1073741295,-1610612208,533,506,507,508,509,510,418,419,419,445,398,506,506,506,506,507,508,509,510,508,509,506,507,508,509,506,506,506,506,506,506,324,325,325
252,192,144,145,-1073741296,506,507,508,509,510,440,424,419,419,445,397,398,506,506,506,507,508,509,510,509,506,507,508,509,506,506,506,506,506,506,371,347,347
166,166,166,167,-1073741296,507,508,509,510,510,510,440,424,419,419,419,445,398,506,506,506,506,506,507,508,509,510,506,506,506,506,506,506,506,506,299,322,322
166,166,275,167,-1073741296,507,508,509,510,508,509,510,440,441,424,419,419,420,506,507,508,509,506,507,508,509,510,507,508,506,507,508,509,510,507,299,344,322
170,188,188,189,-1073741296,507,508,509,510,506,507,508,509,510,440,424,419,445,398,506,506,506,507,508,509,510,510,508,509,510,506,506,506,506,1610613266,343,344,344
167,1610613265,1610613264,1610613264,-1610612203,507,506,507,508,509,510,507,508,509,510,418,419,419,420,506,506,506,507,508,509,510,507,508,509,510,506,506,506,1610613266,-1610612207,343,344,300
167,-1073741296,508,509,506,507,508,509,510,506,506,507,508,509,510,440,424,419,420,506,506,506,506,507,506,507,508,509,510,506,506,1610613266,-1610612208,-1610612207,267,299,300,300
167,-1073741295,-1610612208,533,506,507,508,509,510,506,506,507,508,509,510,396,446,419,420,506,506,506,506,506,506,507,508,509,510,506,1610613266,-1610612207,266,265,265,415,416,416
192,144,145,-1073741293,506,507,508,509,510,506,507,508,509,510,396,446,419,419,420,506,506,506,506,506,507,508,509,510,1610613266,-1610612208,-1610612207,265,265,267,265,268,267,143
166,166,167,-1073741295,530,506,507,508,509,510,509,510,396,397,446,419,419,423,442,506,506,506,506,506,506,506,506,1610613266,-1610612207,267,266,265,267,143,144,144,144,193
272,166,192,145,-1073741296,506,506,507,508,509,510,396,446,419,419,419,423,442,506,506,506,506,506,506,506,506,1610613266,-1610612207,268,268,143,144,144,193,166,166,166,166
166,166,166,167,-1073741296,506,506,507,508,509,510,418,419,419,423,441,442,506,506,506,506,506,506,506,506,1610613266,-1610612207,268,266,143,193,166,166,166,252,166,166,166
271,166,166,167,-1073741296,506,507,508,509,510,396,446,419,423,442,506,506,506,506,506,506,506,506,506,506,528,265,266,143,193,166,270,166,166,166,272,166,166
166,270,166,167,-1073741296,506,507,508,509,510,418,419,419,420,506,506,506,506,506,506,506,506,506,506,506,528,265,143,193,166,166,166,273,166,274,166,166,275
166,166,166,167,-1073741296,506,507,508,509,510,418,419,423,442,506,506,506,506,506,506,506,506,506,506,506,528,143,193,166,166,166,275,166,166,166,166,166,166
274,274,274,167,-1073741296,506,506,506,506,506,418,419,420,506,506,506,506,506,506,506,506,506,506,506,506,528,165,274,274,274,274,274,274,166,166,275,166,166
